nome,genero,data_nascimento,presenca_plenario,ausencia_justificada_plenario,ausencia_nao_justificada_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_nao_justificada_comissao,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_mai_par,gasto_jun_par,gasto_jul_par,gasto_ago_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_mai_gab,gasto_jun_gab,gasto_jul_gab,gasto_ago_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,salario,quant_viagem
Pedro Paulo,M,29/06/1972,63 dias,0 dias,5 dias,15 reuniões,0 reuniões,12 reuniões,"251.007,52",,,,51163.43,42918.65,43675.67,42675.89,12939.06,27396.36,30238.46,0.00,,"484.425,37",0.00,0.00,0.00,25314.28,64406.44,81028.78,68927.62,64604.46,98824.28,81319.51,,,"33.763,00",
Pedro Uczai,M,10/03/1963,82 dias,9 dias,1 dias,48 reuniões,12 reuniões,31 reuniões,"311.583,40",32367.32,27996.85,29187.49,18046.24,52327.88,47932.03,39574.89,34048.81,9759.62,19368.58,973.69,,"1.114.305,26",111168.36,111574.57,111623.31,111623.31,111395.97,110426.54,111623.30,111623.30,111623.30,111623.30,,,"33.763,00",
Pedro Vilela,M,01/05/1985,85 dias,5 dias,2 dias,43 reuniões,5 reuniões,21 reuniões,"403.054,99",31328.35,40549.36,55871.88,58384.84,42801.44,30516.96,34120.10,39606.51,35100.26,33402.57,1372.72,,"1.113.010,42",111574.73,111574.73,111574.73,111157.40,111574.72,111423.47,110673.83,110454.25,111568.59,111433.97,,,"33.763,00",
Pinheirinho,M,30/05/1991,91 dias,1 dias,0 dias,20 reuniões,4 reuniões,1 reuniões,"295.320,63",34997.43,48213.22,38778.05,35564.82,34383.72,26281.37,23988.24,21895.37,8254.43,22120.56,843.42,,"1.107.362,29",111556.62,111556.62,111556.62,107672.88,108716.69,110221.78,111520.27,111520.27,111520.27,111520.27,,,"33.763,00",
Pedro Westphalen,M,19/12/1950,91 dias,0 dias,1 dias,75 reuniões,2 reuniões,1 reuniões,"381.668,47",36518.28,54324.72,62114.31,50504.82,44251.67,34167.19,35224.30,25574.63,8729.07,24373.16,5886.32,,"1.115.262,50",111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,,,"33.763,00",
Pompeo de Mattos,M,12/07/1958,89 dias,2 dias,1 dias,65 reuniões,11 reuniões,43 reuniões,"358.380,95",41231.74,59462.92,49369.15,33109.82,73003.33,28978.11,25956.45,17821.83,16082.73,12802.87,562.00,,"1.111.211,14",111204.69,111204.69,110681.07,110983.29,111198.62,111016.67,111016.67,111100.61,111392.73,111412.10,,,"33.763,00",
Professor Alcides,M,25/10/1953,85 dias,0 dias,7 dias,37 reuniões,0 reuniões,24 reuniões,"341.806,61",33108.61,33113.89,48105.19,48107.00,48112.75,33107.36,36344.43,15569.34,12097.38,31074.94,3065.72,,"1.107.759,02",111586.87,111586.87,110799.10,108381.81,111671.93,110344.32,111671.93,111029.15,110343.52,110343.52,,,"33.763,00",
Rafael Motta,M,15/08/1986,80 dias,5 dias,7 dias,27 reuniões,4 reuniões,21 reuniões,"258.446,05",22061.25,20987.07,32044.73,47323.12,38481.01,19788.15,28425.17,12569.51,12955.13,20480.35,3330.56,,"1.116.110,63",111611.09,111611.06,111611.06,111611.06,111611.06,111611.06,111611.06,111611.06,111611.06,111611.06,,,"33.763,00",
Professor Israel Batista,M,02/05/1982,89 dias,3 dias,0 dias,55 reuniões,0 reuniões,14 reuniões,"268.808,04",24294.73,25264.69,33230.03,31069.74,44260.36,16543.25,15516.55,11331.89,12985.33,54311.47,0.00,,"1.097.075,16",108657.06,109957.54,111581.39,106242.06,110968.15,108128.74,109508.43,111653.58,108724.61,111653.60,,,"33.763,00",
Professor Joziel,M,22/04/1966,88 dias,0 dias,4 dias,35 reuniões,0 reuniões,42 reuniões,"337.587,74",26284.98,21925.42,46651.94,55224.11,45817.36,25815.11,24873.87,32404.12,21329.86,35691.44,1569.53,,"1.093.222,67",110786.15,110786.15,110786.15,110786.15,111298.81,110023.45,111617.14,111033.65,111084.56,95020.46,,,"33.763,00",
Raimundo Costa,M,09/03/1961,77 dias,10 dias,5 dias,25 reuniões,8 reuniões,13 reuniões,"385.733,94",31247.01,33852.56,35730.14,54251.36,59847.83,39948.97,38881.38,37224.96,30425.51,23741.54,582.68,,"1.103.448,31",109381.85,111443.89,110344.94,107265.94,110092.70,110034.01,111291.20,110355.30,111665.71,111572.77,,,"33.763,00",
Raul Henry,M,06/06/1964,86 dias,6 dias,0 dias,36 reuniões,6 reuniões,21 reuniões,"294.011,61",38165.25,29302.36,32016.22,39228.39,44657.47,34719.45,33058.24,17205.35,5575.16,15158.34,4925.38,,"1.116.110,40",111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,,,"33.763,00",
Ricardo Barros,M,15/11/1959,85 dias,7 dias,0 dias,27 reuniões,4 reuniões,12 reuniões,"289.209,52",31383.94,29984.02,33975.37,38325.55,31338.43,31141.41,40542.02,28929.56,8765.20,14824.02,0.00,,"1.066.238,10",110792.29,109833.02,109637.04,109134.10,106128.07,104534.79,103324.87,103658.88,103658.88,105536.16,,,"33.763,00",1
Ricardo da Karol,M,27/10/1959,82 dias,8 dias,2 dias,16 reuniões,3 reuniões,8 reuniões,"248.605,56",34114.07,35083.65,35897.10,47538.24,47361.51,22483.72,14839.35,3821.91,2615.91,4320.06,530.04,,"1.112.052,43",111449.81,111363.00,111585.60,110962.81,111421.42,111065.11,110412.97,111435.17,110878.73,111477.81,,,"33.763,00",
Renildo Calheiros,M,20/04/1959,74 dias,18 dias,0 dias,5 reuniões,14 reuniões,50 reuniões,"283.393,10",25389.44,33981.63,32409.64,32538.33,33726.63,37650.53,30620.56,25957.77,19988.78,9601.72,1528.07,,"1.099.568,37",110852.80,110852.80,109867.21,107453.52,108361.91,110816.41,110388.48,110325.08,110325.08,110325.08,,,"33.763,00",
Ricardo Guidi,M,28/09/1977,92 dias,0 dias,0 dias,27 reuniões,2 reuniões,11 reuniões,"212.087,75",20891.82,27553.59,25787.02,36603.04,34612.26,34669.08,20256.07,1117.85,489.75,9491.30,615.97,,"1.115.695,05",111665.83,111665.83,111665.83,110702.58,111665.83,111665.83,111665.83,111665.83,111665.83,111665.83,,,"33.763,00",
Ricardo Izar,M,01/08/1968,82 dias,2 dias,8 dias,10 reuniões,1 reuniões,9 reuniões,"318.098,30",21993.12,26040.58,36284.07,34496.42,82039.32,25193.31,14757.52,10691.35,11857.99,54744.62,0.00,,"1.115.705,86",111574.72,111565.62,111631.28,111653.59,111355.92,111556.47,111563.15,111599.55,111580.77,111624.79,,,"33.763,00",
Reginaldo Lopes,M,02/04/1973,77 dias,15 dias,0 dias,4 reuniões,5 reuniões,55 reuniões,"284.845,43",22866.69,27219.10,59587.46,50048.57,49989.97,35479.55,19697.60,15557.40,2969.06,1377.71,52.32,,"1.095.155,55",108026.25,109022.78,111193.01,111289.68,111289.68,111083.64,105108.61,107364.31,111138.02,109639.57,,,"33.763,00",
Padre João,M,28/02/1967,89 dias,0 dias,3 dias,104 reuniões,0 reuniões,16 reuniões,"339.556,48",18732.03,37477.94,36322.55,44831.86,54192.78,54866.82,25266.73,20811.94,30550.84,16502.99,0.00,,"1.115.363,54",111635.71,111635.71,111635.71,111621.16,111599.34,111599.34,111599.34,110786.91,111599.34,111650.98,,,"33.763,00",
Pastor Eurico,M,12/09/1962,86 dias,3 dias,3 dias,36 reuniões,2 reuniões,2 reuniões,"344.292,98",14408.85,34580.27,34975.76,61812.66,34367.09,44384.17,39009.40,33133.99,26233.24,21210.64,176.91,,"1.109.317,17",111617.15,111617.14,111617.12,111617.12,111617.12,111160.97,110300.06,109687.41,110073.19,110009.89,,,"33.763,00",
Pastor Gil,M,08/11/1971,74 dias,4 dias,14 dias,12 reuniões,3 reuniões,18 reuniões,"316.273,65",21687.15,23939.17,27502.58,30200.89,41443.63,96284.55,18286.41,23625.66,20193.95,13109.66,0.00,,"1.111.841,14",111416.98,111416.98,111416.98,111416.98,111211.51,111113.67,111113.67,109524.41,111604.98,111604.98,,,"33.763,00",
Pr. Marco Feliciano,M,12/10/1972,85 dias,7 dias,0 dias,38 reuniões,6 reuniões,6 reuniões,"250.282,69",16409.30,15313.17,26204.50,22449.14,40447.31,43250.46,33839.75,21664.84,14490.61,16213.61,0.00,,"1.100.514,06",111368.34,104360.16,111368.34,110321.79,111368.34,109798.51,107823.56,111368.34,111368.34,111368.34,,,"33.763,00",1
Pastor Sargento Isidório,M,28/07/1962,89 dias,3 dias,0 dias,28 reuniões,4 reuniões,21 reuniões,"122.162,55",18985.98,7305.20,24819.70,17539.09,17263.62,14958.11,9351.19,6767.24,5107.26,0.00,65.16,,"1.099.891,43",107571.53,110759.99,109535.10,109059.48,111629.57,111629.57,110968.20,109579.33,109579.33,109579.33,,,"33.763,00",
Paulão,M,15/09/1957,73 dias,19 dias,0 dias,6 reuniões,8 reuniões,5 reuniões,"222.771,27",17870.27,16725.90,32875.97,39024.79,33319.95,22766.87,23531.76,13785.48,14270.34,8103.75,496.19,,"1.115.302,39",111659.67,111659.67,111659.67,111659.67,111659.67,110842.80,111182.23,111659.67,111659.67,111659.67,,,"33.763,00",
Patrus Ananias,M,26/01/1952,78 dias,5 dias,9 dias,42 reuniões,5 reuniões,5 reuniões,"333.980,39",24018.54,39827.35,54717.60,54875.05,42393.82,34520.85,28314.93,23534.46,12411.86,17816.65,1549.28,,"1.114.717,90",111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,,,"33.763,00",
Paulinho da Força,M,24/02/1956,46 dias,46 dias,0 dias,2 reuniões,13 reuniões,11 reuniões,"308.553,28",29383.01,37602.30,44450.75,46446.53,47674.81,19088.84,19977.90,19527.49,16302.91,27225.40,873.34,,"1.096.276,10",111343.49,107820.90,105264.15,110968.98,111659.67,110813.89,110674.85,111659.67,111659.67,104410.83,,,"33.763,00",
Paulo Abi-Ackel,M,21/06/1963,77 dias,0 dias,15 dias,5 reuniões,0 reuniões,52 reuniões,"264.502,84",50879.76,37955.13,38334.70,37784.96,34690.33,17048.14,19193.24,11703.00,7031.98,9800.90,80.70,,"1.107.774,27",111538.31,110817.73,111004.47,111583.13,111604.58,111647.43,111647.43,110107.30,108838.96,108984.93,,,"33.763,00",
Paulo Azi,M,14/01/1963,84 dias,4 dias,4 dias,40 reuniões,3 reuniões,22 reuniões,"303.819,28",26573.17,22575.78,39470.93,54315.35,45960.76,40677.23,23921.98,20173.45,14938.36,15158.92,53.35,,"1.048.327,58",111653.56,111653.56,111653.56,111653.56,111653.56,105448.85,111501.94,84752.91,94178.04,94178.04,,,"33.763,00",
Paulo Bengtson,M,06/01/1974,74 dias,18 dias,0 dias,36 reuniões,13 reuniões,32 reuniões,"368.252,83",24899.76,55324.78,58443.02,35093.13,30445.65,25398.99,50948.77,12321.28,10877.93,39272.42,25227.10,,"1.114.366,52",111659.64,111659.64,111225.25,111659.64,111659.64,109864.15,111659.64,111659.64,111659.64,111659.64,,,"33.763,00",
Paulo Eduardo Martins,M,20/04/1981,91 dias,0 dias,1 dias,25 reuniões,0 reuniões,0 reuniões,"92.268,14",3945.73,11259.49,15992.60,19018.57,2707.30,8218.59,11131.25,16570.06,22.25,3129.33,272.97,,"977.162,47",102152.26,98860.68,99214.26,106521.83,98007.37,89495.08,89495.08,93465.44,98709.04,101241.43,,,"33.763,00",
Paulo Foletto,M,30/04/1956,60 dias,7 dias,3 dias,27 reuniões,5 reuniões,14 reuniões,"280.631,83",,,0.19,51630.42,39961.07,33587.39,45223.11,39622.49,36912.19,32404.03,1290.94,,"782.783,92",0.00,0.00,7203.85,107317.70,111447.51,111550.44,111550.44,111550.44,110584.76,111578.78,,,"33.763,00",
Paulo Freire Costa,M,14/02/1955,74 dias,8 dias,10 dias,21 reuniões,2 reuniões,9 reuniões,"202.039,52",28123.72,40814.59,36407.71,19783.12,41182.90,7628.08,363.70,7406.48,4265.11,16064.11,0.00,,"1.115.080,60",111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,,,"33.763,00",
Paulo Ganime,M,19/04/1983,91 dias,1 dias,0 dias,42 reuniões,1 reuniões,18 reuniões,"47.205,35",5824.49,6334.72,7106.41,11947.54,5938.04,1814.90,903.97,4.58,3.16,7327.54,0.00,,"611.595,71",73760.41,73760.41,63558.10,63218.02,63218.02,62690.90,48131.14,59845.03,50259.82,53153.86,,,"33.763,00",
Paulo Guedes,M,01/10/1970,79 dias,7 dias,6 dias,46 reuniões,7 reuniões,23 reuniões,"325.450,77",50413.88,36385.16,43402.14,47827.78,41593.85,21450.49,21887.90,27132.68,21181.05,14036.67,139.17,,"1.111.487,07",111544.43,111544.43,111501.58,111257.51,110565.25,110600.74,111071.26,110674.48,111285.05,111442.34,,,"33.763,00",
Paulo Pimenta,M,19/03/1965,84 dias,8 dias,0 dias,2 reuniões,3 reuniões,18 reuniões,"313.815,81",41686.99,42323.66,49222.99,42354.53,32901.03,24113.63,31686.30,12308.50,7348.04,29691.83,178.31,,"1.114.688,10",111354.73,111252.94,111313.04,111544.32,111544.32,111544.32,111544.32,111501.47,111544.32,111544.32,,,"33.763,00",
Ricardo Silva,M,01/09/1985,89 dias,0 dias,3 dias,51 reuniões,0 reuniões,14 reuniões,"309.195,05",46869.46,45084.75,39767.27,27339.96,44758.85,31421.18,25575.18,20837.80,14187.11,11911.55,1441.94,,"1.112.441,45",110579.85,110579.85,111362.96,111416.97,111416.97,111416.97,111416.97,111416.97,111416.97,111416.97,,,"33.763,00",
Robério Monteiro,M,15/02/1970,81 dias,6 dias,5 dias,37 reuniões,4 reuniões,18 reuniões,"299.173,03",47590.17,43538.26,54646.16,42748.76,30958.46,28787.21,13260.89,3509.26,5301.74,28832.12,0.00,,"1.112.616,52",111586.97,111592.17,111596.36,111537.03,111479.16,111586.97,109754.31,110277.92,111586.97,111618.66,,,"33.763,00",
Ricardo Teobaldo,M,18/10/1965,67 dias,9 dias,16 dias,6 reuniões,4 reuniões,15 reuniões,"352.070,43",75838.70,29031.88,30495.58,29669.48,37062.21,33057.30,33767.66,29421.01,26958.82,26767.79,0.00,,"1.112.441,45",111120.99,111212.54,111152.88,111465.56,111108.83,110890.32,111508.05,111481.05,111392.77,111108.46,,,"33.763,00",
Paulo Ramos,M,18/10/1944,75 dias,13 dias,4 dias,51 reuniões,23 reuniões,17 reuniões,"308.359,53",31306.73,33083.48,45488.92,41894.52,40776.21,31441.15,25189.78,21649.26,20853.85,14891.88,1783.75,,"1.116.170,88",111560.91,111623.33,111623.33,111623.33,111623.33,111623.33,111623.33,111623.33,111623.33,111623.33,,,"33.763,00",
Paulo Teixeira,M,09/05/1961,84 dias,0 dias,8 dias,73 reuniões,0 reuniões,37 reuniões,"321.190,07",40466.04,38234.76,37583.20,39346.86,42509.71,25284.11,20834.46,19352.10,7832.41,48080.49,1665.93,,"1.116.573,36",111659.80,111659.80,111659.80,111659.80,111659.80,111659.80,111659.80,111659.80,111659.80,111635.16,,,"33.763,00",1
Pedro Augusto Bezerra,M,11/10/1980,69 dias,22 dias,1 dias,9 reuniões,8 reuniões,10 reuniões,"328.763,67",19734.06,28439.45,40556.30,67828.90,47398.69,35714.39,30671.96,28461.24,16759.00,10109.67,3090.01,,"939.350,07",94142.10,93371.15,93371.15,93371.15,92962.20,102548.76,89862.58,88681.70,91617.35,99421.93,,,"33.763,00",
Roberto Alves,M,27/05/1960,71 dias,5 dias,2 dias,33 reuniões,2 reuniões,26 reuniões,"230.098,88",,,33796.04,30363.13,35983.32,37144.68,34164.65,28065.77,19938.52,10559.32,83.45,,"1.079.408,08",109132.76,107234.64,96888.00,105185.20,107935.24,107935.24,110811.59,111501.92,111501.92,111281.57,,,"33.763,00",
Roberto de Lucena,M,18/04/1966,90 dias,1 dias,1 dias,57 reuniões,5 reuniões,32 reuniões,"344.710,55",27341.46,32606.18,46347.40,61804.31,44824.77,33506.21,25809.69,16752.34,15560.73,37298.76,2858.70,,"1.101.716,29",111550.40,111427.12,111550.39,106316.60,103862.46,110721.82,111475.46,111586.80,111586.80,111638.44,,,"33.763,00",1
Rodrigo Coelho,M,29/06/1980,92 dias,0 dias,0 dias,81 reuniões,5 reuniões,4 reuniões,"119.207,06",12678.98,21407.72,28457.50,13620.70,25418.03,7973.08,3227.19,8.21,1.82,6413.83,0.00,,"1.107.951,80",109154.71,111314.40,111501.02,111586.72,111586.72,110156.87,109978.97,109732.04,111665.67,111274.68,,,"33.763,00",1
Rodrigo Agostinho,M,12/12/1977,87 dias,5 dias,0 dias,89 reuniões,5 reuniões,5 reuniões,"243.424,52",37494.76,31595.53,46417.62,42559.37,55888.64,7585.90,10901.08,10003.24,1.97,976.41,0.00,,"1.074.590,09",110810.36,110810.36,110810.36,110810.36,110810.36,110810.36,102087.70,102087.70,102087.70,103464.83,,,"33.763,00",1
Rodrigo de Castro,M,15/07/1971,85 dias,4 dias,3 dias,19 reuniões,4 reuniões,24 reuniões,"310.220,15",29116.39,40257.88,39793.79,42822.40,46598.49,40201.06,31887.58,7204.14,7391.07,23409.79,1537.56,,"1.053.984,46",110306.95,110306.95,110761.50,111635.37,111520.32,107830.91,100648.62,97447.42,96783.22,96743.20,,,"33.763,00",
Rodrigo Maia,M,12/06/1970,6 dias,4 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,"8.507,74",,,,,,,,,,8157.72,350.02,,"85.453,97",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85453.97,,,"33.763,00",
Rogério Correia,M,11/01/1958,88 dias,0 dias,4 dias,56 reuniões,0 reuniões,12 reuniões,"311.043,04",24911.46,32959.38,38622.31,33558.57,39922.11,30506.71,29548.85,32578.63,29736.38,17461.10,1237.54,,"1.115.255,85",111550.47,111550.47,111492.96,111586.89,111322.71,111550.47,111550.47,111550.47,111550.47,111550.47,,,"33.763,00",
Ronaldo Martins,M,21/01/1978,11 dias,0 dias,4 dias,0 reuniões,0 reuniões,0 reuniões,"124.053,44",,,,,,,,33317.39,30426.34,21309.71,39000.00,,"0,00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,"33.763,00",
Ronaldo Carletto,M,05/01/1960,88 dias,4 dias,0 dias,5 reuniões,3 reuniões,16 reuniões,"276.954,35",39853.86,37423.24,50559.78,35321.41,45779.44,16673.29,17006.88,22617.74,7609.31,2915.68,1193.72,,"1.113.060,98",111586.93,111586.93,111586.93,111586.93,111586.93,111586.93,111586.93,111586.93,111586.93,108778.61,,,"33.763,00",
Rogério Peninha Mendonça,M,27/01/1953,84 dias,5 dias,3 dias,46 reuniões,2 reuniões,3 reuniões,"284.933,89",19071.55,19591.03,41184.63,23209.03,30598.89,32032.33,30699.45,29926.43,38113.63,18450.40,2056.52,,"1.100.712,56",109169.18,108681.15,110025.02,111462.30,110179.58,109656.30,110879.89,109964.15,110926.70,109768.29,,,"33.763,00",
Rossoni,M,23/11/1952,42 dias,6 dias,13 dias,0 reuniões,0 reuniões,1 reuniões,"175.496,02",38434.25,41023.76,24376.55,39059.07,29171.19,2729.46,,,,701.74,0.00,,"1.081.591,49",104548.41,95995.00,105599.40,106533.93,111453.14,111617.11,111593.80,111416.90,111416.90,111416.90,,,"33.763,00",
Rubens Pereira Júnior,M,18/03/1984,92 dias,0 dias,0 dias,35 reuniões,0 reuniões,16 reuniões,"379.416,30",33232.76,43788.65,49953.73,46779.13,45113.71,44355.44,12257.09,27387.79,27391.12,28973.90,20182.98,,"1.112.962,74",111380.59,110819.94,111380.59,111365.22,111194.31,111380.59,111099.21,111380.59,111393.12,111568.58,,,"33.763,00",
Rui Falcão,M,26/11/1943,87 dias,0 dias,5 dias,46 reuniões,0 reuniões,9 reuniões,"311.086,65",34561.93,52337.32,42161.06,44047.45,41707.80,30798.56,25457.29,16247.47,11762.34,11692.70,312.73,,"1.111.143,21",111162.30,111162.30,111162.30,111162.30,110682.51,111162.30,111162.30,111162.30,111162.30,111162.30,,,"33.763,00",
Rubens Bueno,M,23/05/1948,91 dias,0 dias,1 dias,65 reuniões,0 reuniões,6 reuniões,"272.063,57",8067.94,32116.20,31184.36,37095.34,57749.32,33151.06,34635.51,8556.44,14706.88,7256.76,7543.76,,"1.095.692,94",111253.23,111253.23,106987.97,108825.69,110646.65,110646.65,110646.65,109798.80,106891.90,108742.17,,,"33.763,00",
Rubens Otoni,M,06/02/1956,75 dias,5 dias,12 dias,11 reuniões,2 reuniões,19 reuniões,"307.709,08",32770.27,38194.47,41561.05,46402.99,41744.76,29613.60,32364.01,12903.41,6861.72,25089.30,203.50,,"1.113.548,29",111544.41,111544.41,111544.41,111544.41,111501.56,111004.56,111429.17,111429.17,111429.17,110577.02,,,"33.763,00",
Samuel Moreira,M,09/02/1963,88 dias,4 dias,0 dias,45 reuniões,3 reuniões,2 reuniões,"287.354,50",18924.07,25557.73,40933.34,50610.63,38706.58,35099.02,21805.45,22925.53,9773.25,22973.66,45.24,,"1.071.296,58",110903.38,104766.87,107428.02,108475.26,109925.19,106920.40,110435.32,105277.21,100395.58,106769.35,,,"33.763,00",
Sandro Alex,M,25/11/1972,65 dias,0 dias,3 dias,35 reuniões,0 reuniões,13 reuniões,"180.454,37",,,,31017.32,47899.43,24298.17,37183.26,10998.80,4916.86,23515.41,625.12,,"637.942,05",0.00,0.00,0.00,69926.13,87036.26,87826.98,94352.24,97459.50,97459.50,103881.44,,,"33.763,00",
Ruy Carneiro,M,17/08/1970,79 dias,12 dias,1 dias,17 reuniões,9 reuniões,8 reuniões,"302.640,34",20866.77,42973.86,57877.87,42187.85,35887.63,21876.48,14050.68,4363.86,559.91,61674.63,320.80,,"1.113.165,15",111550.47,111395.79,111180.85,111301.37,111550.47,111320.37,110214.42,111550.47,111550.47,111550.47,,,"33.763,00",2
Sanderson,M,01/12/1969,89 dias,1 dias,2 dias,61 reuniões,0 reuniões,17 reuniões,"388.991,27",37912.59,41503.33,58317.25,35943.44,48706.99,42505.85,39027.03,29437.05,28130.75,26343.91,1163.08,,"1.099.778,40",107480.38,107480.38,109483.26,111119.86,111119.86,110913.82,107219.92,111653.64,111653.64,111653.64,,,"33.763,00",
Wilson Santiago,M,10/06/1957,83 dias,4 dias,5 dias,4 reuniões,1 reuniões,31 reuniões,"333.798,56",30349.27,31771.02,37471.51,42306.88,41459.58,17270.03,59218.14,39103.16,6056.23,28195.55,597.19,,"1.113.534,57",111538.45,111556.03,110472.05,111429.07,111316.59,111277.46,111311.90,111544.34,111544.34,111544.34,,,"33.763,00",
Zé Neto,M,30/03/1964,83 dias,6 dias,3 dias,54 reuniões,0 reuniões,7 reuniões,"337.471,88",50626.31,24451.08,44445.51,53822.92,32644.89,40002.57,24693.20,26270.76,8182.14,32332.50,0.00,,"1.072.580,28",107824.82,108164.81,106195.45,109255.70,107442.69,107878.99,106497.60,106497.60,106497.60,106325.02,,,"33.763,00",
Zé Carlos,M,26/05/1955,77 dias,15 dias,0 dias,1 reuniões,0 reuniões,0 reuniões,"382.926,48",34876.44,34076.57,52451.67,56019.27,49235.77,38194.51,39063.35,26889.26,23042.46,27389.17,1688.01,,"1.100.240,21",111046.99,111046.99,111103.15,106832.08,111043.48,110100.74,111389.82,109743.83,107342.40,110590.73,,,"33.763,00",1
Wolney Queiroz,M,12/12/1972,82 dias,10 dias,0 dias,2 reuniões,5 reuniões,33 reuniões,"283.872,71",15044.01,25762.61,38421.71,30994.45,66224.67,21880.28,15898.60,18340.68,27414.61,23755.87,135.22,,"1.115.322,00",111532.20,111532.20,111532.20,111532.20,111532.20,111532.20,111532.20,111532.20,111532.20,111532.20,,,"33.763,00",
Zé Silva,M,11/05/1963,81 dias,4 dias,7 dias,46 reuniões,6 reuniões,42 reuniões,"272.952,50",13589.72,23281.74,58030.74,45654.35,51011.56,24752.96,20633.31,16662.24,7130.92,12197.76,7.20,,"1.088.859,17",108014.11,108014.11,107883.21,103238.92,108831.65,109953.60,109039.66,111653.63,111653.63,110576.65,,,"33.763,00",1
Zé Vitor,M,01/11/1984,73 dias,16 dias,3 dias,26 reuniões,12 reuniões,15 reuniões,"233.230,82",26074.83,41836.76,32088.44,31715.89,26392.47,27638.60,9780.96,4941.65,5612.06,27149.16,0.00,,"1.112.005,71",111586.81,108697.96,111507.97,111507.97,111165.15,111507.97,111507.97,111507.97,111507.97,111507.97,,,"33.763,00",2
Zeca Dirceu,M,21/06/1978,75 dias,10 dias,7 dias,9 reuniões,4 reuniões,22 reuniões,"356.842,77",38999.73,33224.73,52793.19,47568.26,57184.71,29897.60,36352.08,15418.42,9981.12,34877.93,545.00,,"1.089.445,65",111077.16,111077.16,107757.43,108634.49,107404.64,103768.48,108159.53,108272.04,111647.36,111647.36,,,"33.763,00",
Sargento Fahur,M,06/11/1963,92 dias,0 dias,0 dias,27 reuniões,0 reuniões,2 reuniões,"235.826,05",26338.65,13404.82,31325.22,52086.32,24388.06,22309.23,29172.80,14543.32,12015.50,7852.59,2389.54,,"703.510,23",66705.81,69549.81,73341.81,73341.81,73341.81,73341.81,73341.81,67133.94,66705.81,66705.81,,,"33.763,00",
Sebastião Oliveira,M,31/08/1968,61 dias,31 dias,0 dias,2 reuniões,10 reuniões,9 reuniões,"378.360,98",32611.71,61997.85,45761.75,50783.90,40852.42,33153.10,37014.05,32841.73,22279.93,20304.61,759.93,,"1.105.562,32",111550.40,111550.40,111151.62,108271.62,111550.40,111283.71,107107.52,111550.44,111475.23,110070.98,,,"33.763,00",
Sergio Toledo,M,29/01/1962,47 dias,44 dias,1 dias,1 reuniões,20 reuniões,1 reuniões,"288.222,22",30247.71,39363.12,39439.74,40960.33,29762.44,19142.21,17310.55,25965.33,22299.28,23731.51,0.00,,"1.115.988,90",111598.89,111598.89,111598.89,111598.89,111598.89,111598.89,111598.89,111598.89,111598.89,111598.89,,,"33.763,00",
Silas Câmara,M,15/12/1962,68 dias,18 dias,6 dias,14 reuniões,20 reuniões,15 reuniões,"372.291,46",53511.75,30068.31,89746.79,49917.31,26361.91,26004.72,3334.78,49845.67,36031.91,7468.31,0.00,,"1.074.101,37",110677.96,110638.64,109858.49,104374.60,104374.60,105000.60,106461.25,107232.58,107789.66,107692.99,,,"33.763,00",
Sidney Leite,M,08/04/1967,84 dias,0 dias,8 dias,59 reuniões,0 reuniões,7 reuniões,"275.944,45",8648.68,35886.24,88152.88,30161.65,54238.48,27619.45,17293.50,2933.41,2.45,10801.00,206.71,,"1.106.747,78",111580.83,110906.22,107595.38,111325.25,111241.15,111562.02,111659.67,111659.67,111591.32,107626.27,,,"33.763,00",
Silvio Costa Filho,M,05/03/1982,80 dias,6 dias,6 dias,31 reuniões,2 reuniões,6 reuniões,"395.483,24",30879.38,35595.55,50370.63,44280.75,48544.47,36480.91,35984.13,48988.28,27163.19,37195.95,0.00,,"1.114.520,69",111550.59,111550.59,111327.92,111550.59,110788.05,111550.59,111550.59,111550.59,111550.59,111550.59,,,"33.763,00",
Sérgio Brito,M,08/06/1961,69 dias,10 dias,13 dias,6 reuniões,4 reuniões,20 reuniões,"350.373,14",45663.60,42654.52,52570.85,42077.69,38621.82,34830.22,44740.63,15255.91,11831.58,20879.61,1246.71,,"1.114.170,62",111512.47,111637.96,111607.20,111538.25,111538.25,111179.96,111280.54,111378.74,111647.19,110850.06,,,"33.763,00",
